a : 653.0000, 0 -> 5
b : 404.0000, 0 -> 6
c : -314.0000, 0 -> 4
a : -862.0000, 1 -> 2
b : 926.0000, 1 -> 3
c : 757.0000, 1 -> 5
a : -963.0000, 2 -> 3
b : 560.0000, 2 -> 4
c : 479.0000, 2 -> 6
a : -992.0000, 3 -> 3
b : 173.0000, 3 -> 2
c : 583.0000, 3 -> 3
a : 599.0000, 4 -> 5
b : 456.0000, 4 -> 1
c : -81.0000, 4 -> 5
a : -111.0000, 5 -> 4
b : 98.0000, 5 -> 1
c : -744.0000, 5 -> 0
a : -598.0000, 6 -> 1
b : 346.0000, 6 -> 1
c : -996.0000, 6 -> 6
a : 699.0000, 0 -> 4
a : -738.0000, 1 -> 3
b : 633.0000, 2 -> 6
b : 821.0000, 3 -> 4
b : -71.0000, 4 -> 0
c : 462.0000, 5 -> 1
c : -226.0000, 6 -> 3
