a : -647.0000, 0 -> 5
b : 835.0000, 0 -> 0
c : 659.0000, 0 -> 5
d : -61.0000, 0 -> 6
a : 108.0000, 1 -> 0
b : 761.0000, 1 -> 2
c : -760.0000, 1 -> 2
d : -529.0000, 1 -> 7
a : -423.0000, 2 -> 6
b : -490.0000, 2 -> 1
c : 312.0000, 2 -> 6
d : -300.0000, 2 -> 3
a : -939.0000, 3 -> 5
b : 252.0000, 3 -> 4
c : -342.0000, 3 -> 2
d : -731.0000, 3 -> 4
a : 874.0000, 4 -> 2
b : 457.0000, 4 -> 6
c : 735.0000, 4 -> 2
d : 915.0000, 4 -> 4
a : -459.0000, 5 -> 5
b : 925.0000, 5 -> 0
c : 304.0000, 5 -> 1
d : -494.0000, 5 -> 7
a : 964.0000, 6 -> 5
b : -542.0000, 6 -> 5
c : -936.0000, 6 -> 0
d : -267.0000, 6 -> 3
a : -904.0000, 7 -> 0
b : -919.0000, 7 -> 6
c : 327.0000, 7 -> 0
d : -384.0000, 7 -> 2
b : -971.0000, 0 -> 1
b : -610.0000, 0 -> 6
d : 114.0000, 1 -> 5
d : -99.0000, 1 -> 1
d : 404.0000, 2 -> 2
a : 839.0000, 2 -> 3
a : -676.0000, 3 -> 7
b : 855.0000, 3 -> 6
a : -823.0000, 4 -> 7
c : 29.0000, 4 -> 7
b : -403.0000, 5 -> 4
d : 334.0000, 5 -> 5
b : 891.0000, 6 -> 2
c : 920.0000, 6 -> 5
a : 232.0000, 7 -> 5
d : -104.0000, 7 -> 1
