a : 524.0000, 0 -> 0
b : -559.0000, 0 -> 5
c : 296.0000, 0 -> 2
a : 380.0000, 1 -> 5
b : 239.0000, 1 -> 6
c : -146.0000, 1 -> 4
a : 674.0000, 2 -> 1
b : 413.0000, 2 -> 2
c : 292.0000, 2 -> 6
a : 117.0000, 3 -> 2
b : 468.0000, 3 -> 6
c : 745.0000, 3 -> 4
a : -52.0000, 4 -> 6
b : -337.0000, 4 -> 3
c : 98.0000, 4 -> 2
a : -629.0000, 5 -> 1
b : -393.0000, 5 -> 0
c : -473.0000, 5 -> 6
a : -200.0000, 6 -> 6
b : 185.0000, 6 -> 0
c : 717.0000, 6 -> 3
a : 984.0000, 7 -> 4
b : 628.0000, 7 -> 2
c : -774.0000, 7 -> 7
c : 891.0000, 0 -> 3
c : -675.0000, 1 -> 1
c : -159.0000, 2 -> 1
b : 133.0000, 3 -> 3
c : 431.0000, 4 -> 7
c : -391.0000, 5 -> 2
a : -206.0000, 6 -> 3
c : -937.0000, 7 -> 0
