a : 577.0000, 0 -> 1
b : 152.0000, 0 -> 1
a : 806.0000, 1 -> 5
b : -937.0000, 1 -> 3
a : 825.0000, 2 -> 5
b : 179.0000, 2 -> 5
a : -919.0000, 3 -> 5
b : 959.0000, 3 -> 7
a : 51.0000, 4 -> 3
b : -991.0000, 4 -> 3
a : -64.0000, 5 -> 2
b : 715.0000, 5 -> 6
a : -885.0000, 6 -> 5
b : 785.0000, 6 -> 1
a : 95.0000, 7 -> 4
b : -394.0000, 7 -> 6
a : -607.0000, 0 -> 5
a : 349.0000, 1 -> 2
b : -329.0000, 2 -> 0
b : 336.0000, 3 -> 4
a : 81.0000, 4 -> 7
b : -749.0000, 5 -> 1
a : -414.0000, 6 -> 1
a : -536.0000, 7 -> 2
