a : 150.0000, 0 -> 6
b : -256.0000, 0 -> 3
c : 986.0000, 0 -> 3
a : -888.0000, 1 -> 6
b : -126.0000, 1 -> 4
c : 851.0000, 1 -> 0
a : -993.0000, 2 -> 4
b : -612.0000, 2 -> 2
c : 440.0000, 2 -> 4
a : -533.0000, 3 -> 2
b : -765.0000, 3 -> 4
c : 869.0000, 3 -> 3
a : -816.0000, 4 -> 2
b : -60.0000, 4 -> 5
c : 39.0000, 4 -> 5
a : 544.0000, 5 -> 3
b : 845.0000, 5 -> 1
c : -691.0000, 5 -> 1
a : -555.0000, 6 -> 0
b : -639.0000, 6 -> 0
c : -515.0000, 6 -> 2
b : -177.0000, 0 -> 6
b : 267.0000, 1 -> 6
b : 307.0000, 2 -> 6
a : 13.0000, 3 -> 4
a : 278.0000, 4 -> 0
a : 745.0000, 5 -> 2
c : -317.0000, 6 -> 0
