a : 727.0000, 0 -> 2
b : -932.0000, 0 -> 0
a : 486.0000, 1 -> 5
b : 781.0000, 1 -> 5
a : 898.0000, 2 -> 2
b : 824.0000, 2 -> 4
a : 159.0000, 3 -> 2
b : 202.0000, 3 -> 2
a : -926.0000, 4 -> 3
b : -148.0000, 4 -> 0
a : 988.0000, 5 -> 1
b : 410.0000, 5 -> 6
a : 988.0000, 6 -> 0
b : -282.0000, 6 -> 2
a : -814.0000, 7 -> 7
b : 69.0000, 7 -> 5
a : -791.0000, 0 -> 3
a : 458.0000, 1 -> 0
b : 355.0000, 2 -> 2
b : -373.0000, 3 -> 1
b : 379.0000, 4 -> 2
b : -670.0000, 5 -> 2
b : -928.0000, 6 -> 6
b : -104.0000, 7 -> 2
a : -102.0000, 1 -> 7
