a : -196.0000, 0 -> 3
b : -246.0000, 0 -> 0
c : -593.0000, 0 -> 3
d : -532.0000, 0 -> 3
a : -537.0000, 1 -> 2
b : -589.0000, 1 -> 3
c : -759.0000, 1 -> 3
d : 843.0000, 1 -> 2
a : -164.0000, 2 -> 1
b : -245.0000, 2 -> 2
c : -963.0000, 2 -> 1
d : -193.0000, 2 -> 3
a : 699.0000, 3 -> 1
b : -62.0000, 3 -> 0
c : -782.0000, 3 -> 1
d : 188.0000, 3 -> 3
c : -584.0000, 0 -> 2
d : -695.0000, 0 -> 1
c : 128.0000, 1 -> 2
c : 291.0000, 1 -> 0
b : 513.0000, 2 -> 3
a : 613.0000, 2 -> 0
c : -176.0000, 3 -> 3
b : 990.0000, 3 -> 2
