a : 53.0000, 0 -> 2
b : 846.0000, 0 -> 3
c : -134.0000, 0 -> 2
d : 692.0000, 0 -> 4
a : -98.0000, 1 -> 4
b : -183.0000, 1 -> 0
c : -117.0000, 1 -> 3
d : -461.0000, 1 -> 0
a : 412.0000, 2 -> 5
b : 990.0000, 2 -> 4
c : -266.0000, 2 -> 3
d : -975.0000, 2 -> 4
a : -606.0000, 3 -> 1
b : 158.0000, 3 -> 3
c : 858.0000, 3 -> 0
d : 194.0000, 3 -> 4
a : -122.0000, 4 -> 1
b : 236.0000, 4 -> 0
c : 980.0000, 4 -> 3
d : -85.0000, 4 -> 3
a : -623.0000, 5 -> 2
b : -701.0000, 5 -> 1
c : -213.0000, 5 -> 3
d : -914.0000, 5 -> 3
a : 930.0000, 0 -> 3
a : -707.0000, 0 -> 5
d : 793.0000, 1 -> 1
d : -637.0000, 1 -> 5
c : -224.0000, 2 -> 4
c : -308.0000, 2 -> 1
a : 754.0000, 3 -> 3
b : -132.0000, 3 -> 5
d : -366.0000, 4 -> 5
a : 339.0000, 4 -> 0
d : -624.0000, 5 -> 2
c : 78.0000, 5 -> 1
