a : -604.0000, 0 -> 3
b : 543.0000, 0 -> 5
a : -567.0000, 1 -> 2
b : 719.0000, 1 -> 6
a : 863.0000, 2 -> 5
b : 395.0000, 2 -> 1
a : 416.0000, 3 -> 0
b : -272.0000, 3 -> 4
a : -922.0000, 4 -> 1
b : -212.0000, 4 -> 2
a : -540.0000, 5 -> 4
b : 697.0000, 5 -> 1
a : -665.0000, 6 -> 4
b : 505.0000, 6 -> 4
a : 855.0000, 7 -> 4
b : -199.0000, 7 -> 5
b : 778.0000, 0 -> 0
a : 644.0000, 1 -> 3
a : 615.0000, 2 -> 0
a : 425.0000, 3 -> 3
b : 674.0000, 4 -> 3
a : 722.0000, 5 -> 0
a : -959.0000, 6 -> 3
a : 581.0000, 7 -> 1
a : 791.0000, 2 -> 7
