a : -824.0000, 0 -> 4
b : -37.0000, 0 -> 4
c : -235.0000, 0 -> 4
d : 417.0000, 0 -> 0
a : -465.0000, 1 -> 4
b : -182.0000, 1 -> 3
c : 847.0000, 1 -> 4
d : -614.0000, 1 -> 3
a : -595.0000, 2 -> 1
b : -396.0000, 2 -> 2
c : 378.0000, 2 -> 4
d : -701.0000, 2 -> 2
a : 68.0000, 3 -> 2
b : 108.0000, 3 -> 3
c : 184.0000, 3 -> 0
d : -247.0000, 3 -> 4
a : -275.0000, 4 -> 4
b : 446.0000, 4 -> 1
c : 582.0000, 4 -> 0
d : 653.0000, 4 -> 4
b : 382.0000, 0 -> 0
d : -786.0000, 0 -> 3
a : -945.0000, 1 -> 1
c : -90.0000, 1 -> 2
d : 691.0000, 2 -> 1
c : 168.0000, 2 -> 1
c : 316.0000, 3 -> 4
b : -868.0000, 3 -> 0
c : -622.0000, 4 -> 1
d : -77.0000, 4 -> 2
