a : -34.0000, 0 -> 0
b : 38.0000, 0 -> 4
c : 486.0000, 0 -> 4
a : -696.0000, 1 -> 0
b : 842.0000, 1 -> 4
c : -122.0000, 1 -> 5
a : 899.0000, 2 -> 2
b : 192.0000, 2 -> 0
c : 271.0000, 2 -> 0
a : -151.0000, 3 -> 2
b : 544.0000, 3 -> 5
c : 922.0000, 3 -> 0
a : -410.0000, 4 -> 5
b : -765.0000, 4 -> 5
c : 690.0000, 4 -> 0
a : 837.0000, 5 -> 5
b : 675.0000, 5 -> 0
c : -166.0000, 5 -> 1
c : 554.0000, 0 -> 5
b : -922.0000, 1 -> 2
a : 76.0000, 2 -> 5
b : -104.0000, 3 -> 2
b : 42.0000, 4 -> 2
b : 206.0000, 5 -> 2
a : 102.0000, 0 -> 3
