a : 708.0000, 0 -> 3
b : 682.0000, 0 -> 0
c : 549.0000, 0 -> 2
d : 364.0000, 0 -> 0
a : 307.0000, 1 -> 3
b : -487.0000, 1 -> 1
c : 329.0000, 1 -> 2
d : -314.0000, 1 -> 3
a : 572.0000, 2 -> 3
b : -47.0000, 2 -> 1
c : -34.0000, 2 -> 0
d : -743.0000, 2 -> 0
a : 148.0000, 3 -> 2
b : 173.0000, 3 -> 1
c : 751.0000, 3 -> 3
d : 862.0000, 3 -> 0
b : 212.0000, 0 -> 1
a : -47.0000, 0 -> 1
c : 753.0000, 1 -> 0
b : -355.0000, 1 -> 0
b : 106.0000, 2 -> 2
d : 792.0000, 2 -> 2
b : -700.0000, 3 -> 3
b : -116.0000, 3 -> 0
