a : -844.0000, 0 -> 0
b : 374.0000, 0 -> 5
c : 108.0000, 0 -> 0
a : 473.0000, 1 -> 2
b : -899.0000, 1 -> 0
c : -976.0000, 1 -> 1
a : -46.0000, 2 -> 1
b : -420.0000, 2 -> 2
c : -913.0000, 2 -> 2
a : 291.0000, 3 -> 0
b : -798.0000, 3 -> 3
c : 558.0000, 3 -> 4
a : 643.0000, 4 -> 2
b : 927.0000, 4 -> 1
c : 369.0000, 4 -> 2
a : -227.0000, 5 -> 1
b : -194.0000, 5 -> 5
c : -600.0000, 5 -> 1
b : 166.0000, 0 -> 1
b : -124.0000, 1 -> 2
b : 0.0000, 2 -> 0
c : 350.0000, 3 -> 5
b : 296.0000, 4 -> 3
a : 555.0000, 5 -> 2
c : -903.0000, 1 -> 4
