a : 781.0000, 0 -> 5
b : -979.0000, 0 -> 3
c : -773.0000, 0 -> 0
a : -937.0000, 1 -> 4
b : 454.0000, 1 -> 2
c : -9.0000, 1 -> 5
a : -821.0000, 2 -> 1
b : 601.0000, 2 -> 5
c : 582.0000, 2 -> 7
a : -579.0000, 3 -> 0
b : -821.0000, 3 -> 7
c : -819.0000, 3 -> 2
a : 29.0000, 4 -> 4
b : 3.0000, 4 -> 3
c : -515.0000, 4 -> 3
a : -932.0000, 5 -> 0
b : 13.0000, 5 -> 2
c : 736.0000, 5 -> 5
a : 432.0000, 6 -> 0
b : -711.0000, 6 -> 3
c : -812.0000, 6 -> 4
a : 96.0000, 7 -> 0
b : -611.0000, 7 -> 4
c : 429.0000, 7 -> 1
a : 114.0000, 0 -> 1
c : -805.0000, 1 -> 4
b : -660.0000, 2 -> 4
b : 389.0000, 3 -> 4
b : -659.0000, 4 -> 7
b : -20.0000, 5 -> 3
b : -591.0000, 6 -> 1
c : -233.0000, 7 -> 7
c : 932.0000, 3 -> 6
