a : -591.0000, 0 -> 7
b : -861.0000, 0 -> 4
c : -418.0000, 0 -> 6
a : -759.0000, 1 -> 3
b : 212.0000, 1 -> 4
c : -481.0000, 1 -> 6
a : 175.0000, 2 -> 1
b : -304.0000, 2 -> 4
c : -44.0000, 2 -> 6
a : -230.0000, 3 -> 2
b : 134.0000, 3 -> 6
c : -963.0000, 3 -> 5
a : -173.0000, 4 -> 5
b : -352.0000, 4 -> 0
c : 916.0000, 4 -> 4
a : 508.0000, 5 -> 2
b : -499.0000, 5 -> 7
c : -404.0000, 5 -> 5
a : -196.0000, 6 -> 6
b : 789.0000, 6 -> 7
c : -688.0000, 6 -> 4
a : 47.0000, 7 -> 7
b : -967.0000, 7 -> 6
c : 253.0000, 7 -> 2
a : 948.0000, 0 -> 5
c : -422.0000, 1 -> 1
a : 753.0000, 2 -> 7
c : -826.0000, 3 -> 4
b : -158.0000, 4 -> 5
c : -499.0000, 5 -> 7
a : -865.0000, 6 -> 2
c : 601.0000, 7 -> 1
