a : -469.0000, 0 -> 3
b : 423.0000, 0 -> 7
a : -64.0000, 1 -> 4
b : -589.0000, 1 -> 1
a : -539.0000, 2 -> 4
b : -160.0000, 2 -> 7
a : -323.0000, 3 -> 3
b : -751.0000, 3 -> 6
a : 896.0000, 4 -> 6
b : -717.0000, 4 -> 5
a : -54.0000, 5 -> 2
b : 813.0000, 5 -> 1
a : 545.0000, 6 -> 1
b : 315.0000, 6 -> 3
a : 757.0000, 7 -> 7
b : 837.0000, 7 -> 7
a : 542.0000, 0 -> 2
b : -994.0000, 1 -> 7
b : 537.0000, 2 -> 6
a : 229.0000, 3 -> 6
b : 744.0000, 4 -> 2
b : -965.0000, 5 -> 4
b : -252.0000, 6 -> 6
b : -947.0000, 7 -> 4
