a : 863.0000, 0 -> 0
b : 857.0000, 0 -> 4
c : -157.0000, 0 -> 2
d : -235.0000, 0 -> 0
a : 263.0000, 1 -> 0
b : -939.0000, 1 -> 0
c : -371.0000, 1 -> 2
d : -583.0000, 1 -> 0
a : -636.0000, 2 -> 3
b : 950.0000, 2 -> 1
c : -916.0000, 2 -> 4
d : -688.0000, 2 -> 0
a : 271.0000, 3 -> 2
b : 994.0000, 3 -> 4
c : 977.0000, 3 -> 3
d : -847.0000, 3 -> 0
a : 812.0000, 4 -> 2
b : -50.0000, 4 -> 0
c : -753.0000, 4 -> 4
d : 554.0000, 4 -> 0
a : 930.0000, 0 -> 1
b : 603.0000, 0 -> 0
c : -253.0000, 1 -> 3
c : 205.0000, 1 -> 1
b : 253.0000, 2 -> 0
d : -892.0000, 2 -> 2
a : 916.0000, 3 -> 1
c : -115.0000, 3 -> 4
a : 254.0000, 4 -> 0
a : -204.0000, 4 -> 3
