a : 876.0000, 0 -> 1
b : -738.0000, 0 -> 6
c : 4.0000, 0 -> 5
d : -977.0000, 0 -> 7
a : 888.0000, 1 -> 7
b : -176.0000, 1 -> 5
c : -980.0000, 1 -> 6
d : 739.0000, 1 -> 1
a : -358.0000, 2 -> 2
b : -488.0000, 2 -> 5
c : 518.0000, 2 -> 2
d : 964.0000, 2 -> 5
a : 73.0000, 3 -> 0
b : -155.0000, 3 -> 3
c : 714.0000, 3 -> 0
d : -634.0000, 3 -> 7
a : -294.0000, 4 -> 4
b : 674.0000, 4 -> 2
c : 747.0000, 4 -> 3
d : 247.0000, 4 -> 0
a : 415.0000, 5 -> 1
b : 337.0000, 5 -> 1
c : 254.0000, 5 -> 4
d : 578.0000, 5 -> 5
a : -131.0000, 6 -> 6
b : -476.0000, 6 -> 2
c : 261.0000, 6 -> 4
d : -397.0000, 6 -> 2
a : 946.0000, 7 -> 2
b : 287.0000, 7 -> 6
c : -47.0000, 7 -> 1
d : 945.0000, 7 -> 3
c : -558.0000, 0 -> 4
b : 43.0000, 0 -> 5
c : 551.0000, 1 -> 5
a : 73.0000, 1 -> 3
c : 564.0000, 2 -> 5
b : 795.0000, 2 -> 4
c : 951.0000, 3 -> 7
a : -868.0000, 3 -> 3
b : -854.0000, 4 -> 5
d : 315.0000, 4 -> 7
d : -861.0000, 5 -> 6
a : 343.0000, 5 -> 7
a : -800.0000, 6 -> 3
b : -357.0000, 6 -> 7
a : 628.0000, 7 -> 1
d : -966.0000, 7 -> 6
