a : -654.0000, 0 -> 7
b : -190.0000, 0 -> 7
c : -606.0000, 0 -> 0
a : 246.0000, 1 -> 0
b : 996.0000, 1 -> 0
c : 470.0000, 1 -> 2
a : 947.0000, 2 -> 2
b : -693.0000, 2 -> 3
c : -972.0000, 2 -> 7
a : -406.0000, 3 -> 6
b : -804.0000, 3 -> 6
c : 984.0000, 3 -> 7
a : 247.0000, 4 -> 0
b : 899.0000, 4 -> 7
c : -859.0000, 4 -> 0
a : -907.0000, 5 -> 0
b : -299.0000, 5 -> 3
c : -883.0000, 5 -> 5
a : 636.0000, 6 -> 1
b : -563.0000, 6 -> 3
c : -607.0000, 6 -> 2
a : -492.0000, 7 -> 1
b : 667.0000, 7 -> 1
c : 808.0000, 7 -> 5
b : -450.0000, 0 -> 4
a : 828.0000, 1 -> 7
b : -691.0000, 2 -> 2
c : -719.0000, 3 -> 1
c : -712.0000, 4 -> 6
b : -949.0000, 5 -> 2
a : 297.0000, 6 -> 0
c : 778.0000, 7 -> 6
