a : 26.0000, 0 -> 1
b : 52.0000, 0 -> 0
c : -677.0000, 0 -> 0
a : -456.0000, 1 -> 1
b : -403.0000, 1 -> 2
c : 261.0000, 1 -> 4
a : -313.0000, 2 -> 2
b : 737.0000, 2 -> 3
c : 937.0000, 2 -> 4
a : -948.0000, 3 -> 5
b : -994.0000, 3 -> 4
c : -304.0000, 3 -> 4
a : 196.0000, 4 -> 2
b : -208.0000, 4 -> 4
c : -323.0000, 4 -> 3
a : 648.0000, 5 -> 1
b : 625.0000, 5 -> 4
c : -541.0000, 5 -> 0
a : -868.0000, 0 -> 3
a : 535.0000, 1 -> 4
b : -969.0000, 2 -> 0
b : -786.0000, 3 -> 5
c : 325.0000, 4 -> 4
a : -716.0000, 5 -> 3
