a : 642.0000, 0 -> 0
b : -995.0000, 0 -> 4
c : -788.0000, 0 -> 4
d : 305.0000, 0 -> 2
a : 286.0000, 1 -> 3
b : 16.0000, 1 -> 1
c : -399.0000, 1 -> 3
d : 993.0000, 1 -> 0
a : -694.0000, 2 -> 1
b : -194.0000, 2 -> 3
c : -933.0000, 2 -> 0
d : -185.0000, 2 -> 0
a : 191.0000, 3 -> 3
b : -216.0000, 3 -> 2
c : -422.0000, 3 -> 0
d : 402.0000, 3 -> 3
a : 312.0000, 4 -> 1
b : 550.0000, 4 -> 4
c : 510.0000, 4 -> 4
d : -286.0000, 4 -> 2
c : 458.0000, 0 -> 0
b : 881.0000, 0 -> 3
a : -646.0000, 1 -> 4
c : 486.0000, 1 -> 2
a : 286.0000, 2 -> 0
d : -954.0000, 2 -> 3
b : 823.0000, 3 -> 4
a : -907.0000, 3 -> 1
d : -834.0000, 4 -> 1
c : -679.0000, 4 -> 2
