a : 742.0000, 0 -> 0
b : 374.0000, 0 -> 3
c : 748.0000, 0 -> 2
d : 893.0000, 0 -> 2
a : -629.0000, 1 -> 0
b : -571.0000, 1 -> 0
c : -61.0000, 1 -> 3
d : 81.0000, 1 -> 3
a : -14.0000, 2 -> 2
b : 260.0000, 2 -> 2
c : -473.0000, 2 -> 3
d : -12.0000, 2 -> 3
a : 698.0000, 3 -> 1
b : 810.0000, 3 -> 0
c : -689.0000, 3 -> 3
d : 503.0000, 3 -> 1
c : 639.0000, 0 -> 1
b : 783.0000, 0 -> 0
a : 297.0000, 1 -> 3
d : -921.0000, 1 -> 1
d : 437.0000, 2 -> 0
d : 331.0000, 2 -> 1
b : 555.0000, 3 -> 2
d : 846.0000, 3 -> 0
