a : 549.0000, 0 -> 0
b : 514.0000, 0 -> 0
c : -532.0000, 0 -> 0
d : 791.0000, 0 -> 3
a : -196.0000, 1 -> 3
b : 603.0000, 1 -> 1
c : 595.0000, 1 -> 1
d : -431.0000, 1 -> 2
a : 129.0000, 2 -> 3
b : 549.0000, 2 -> 3
c : -802.0000, 2 -> 3
d : 761.0000, 2 -> 2
a : -730.0000, 3 -> 0
b : 695.0000, 3 -> 3
c : -441.0000, 3 -> 1
d : -666.0000, 3 -> 3
a : 136.0000, 0 -> 3
d : -439.0000, 0 -> 1
d : -582.0000, 1 -> 3
a : -74.0000, 1 -> 0
d : 451.0000, 2 -> 3
a : -832.0000, 2 -> 0
b : -904.0000, 3 -> 1
d : 594.0000, 3 -> 2
