a : -858.0000, 0 -> 6
b : -49.0000, 0 -> 1
c : 600.0000, 0 -> 3
a : 736.0000, 1 -> 0
b : -622.0000, 1 -> 6
c : -371.0000, 1 -> 1
a : -726.0000, 2 -> 3
b : -566.0000, 2 -> 2
c : 47.0000, 2 -> 3
a : -577.0000, 3 -> 4
b : 213.0000, 3 -> 1
c : 854.0000, 3 -> 5
a : 921.0000, 4 -> 1
b : 885.0000, 4 -> 2
c : 707.0000, 4 -> 5
a : -29.0000, 5 -> 0
b : -894.0000, 5 -> 5
c : -332.0000, 5 -> 6
a : 304.0000, 6 -> 6
b : -912.0000, 6 -> 3
c : -786.0000, 6 -> 2
a : -736.0000, 0 -> 1
a : 755.0000, 1 -> 1
c : -301.0000, 2 -> 5
a : 190.0000, 3 -> 5
b : 39.0000, 4 -> 6
a : 0.0000, 5 -> 2
a : 583.0000, 6 -> 5
