a : -615.0000, 0 -> 4
b : -604.0000, 0 -> 0
c : -636.0000, 0 -> 5
d : -725.0000, 0 -> 4
a : 141.0000, 1 -> 1
b : 949.0000, 1 -> 2
c : -812.0000, 1 -> 0
d : 267.0000, 1 -> 3
a : -562.0000, 2 -> 4
b : -372.0000, 2 -> 2
c : 185.0000, 2 -> 2
d : -969.0000, 2 -> 3
a : 443.0000, 3 -> 5
b : -658.0000, 3 -> 4
c : 623.0000, 3 -> 5
d : 673.0000, 3 -> 1
a : -912.0000, 4 -> 3
b : -367.0000, 4 -> 5
c : 425.0000, 4 -> 0
d : -315.0000, 4 -> 5
a : -311.0000, 5 -> 3
b : -781.0000, 5 -> 3
c : -29.0000, 5 -> 4
d : 680.0000, 5 -> 4
b : 222.0000, 0 -> 4
c : 754.0000, 0 -> 4
a : 72.0000, 1 -> 4
d : 6.0000, 1 -> 1
c : 404.0000, 2 -> 4
b : -276.0000, 2 -> 4
d : 849.0000, 3 -> 5
c : 816.0000, 3 -> 4
a : 559.0000, 4 -> 1
b : -584.0000, 4 -> 0
b : -845.0000, 5 -> 1
c : -879.0000, 5 -> 5
