a : 69.0000, 0 -> 4
b : 371.0000, 0 -> 6
c : -106.0000, 0 -> 1
a : -188.0000, 1 -> 1
b : 237.0000, 1 -> 5
c : 981.0000, 1 -> 2
a : -871.0000, 2 -> 3
b : 987.0000, 2 -> 2
c : -823.0000, 2 -> 0
a : -880.0000, 3 -> 1
b : -144.0000, 3 -> 5
c : -525.0000, 3 -> 2
a : 251.0000, 4 -> 5
b : -307.0000, 4 -> 0
c : -395.0000, 4 -> 5
a : 256.0000, 5 -> 2
b : 259.0000, 5 -> 3
c : 196.0000, 5 -> 3
a : 848.0000, 6 -> 1
b : 101.0000, 6 -> 6
c : 441.0000, 6 -> 3
c : -905.0000, 0 -> 4
a : -362.0000, 1 -> 3
a : 139.0000, 2 -> 1
b : 875.0000, 3 -> 6
c : -111.0000, 4 -> 1
c : 686.0000, 5 -> 4
c : -613.0000, 6 -> 1
