a : 951.0000, 0 -> 0
b : -498.0000, 0 -> 3
c : -930.0000, 0 -> 1
d : 214.0000, 0 -> 1
a : -119.0000, 1 -> 3
b : 183.0000, 1 -> 0
c : -946.0000, 1 -> 2
d : 137.0000, 1 -> 1
a : 406.0000, 2 -> 3
b : -256.0000, 2 -> 3
c : 584.0000, 2 -> 0
d : -608.0000, 2 -> 0
a : 147.0000, 3 -> 2
b : -314.0000, 3 -> 1
c : 442.0000, 3 -> 0
d : -233.0000, 3 -> 0
d : 922.0000, 0 -> 0
a : 477.0000, 0 -> 1
c : -971.0000, 1 -> 0
d : -853.0000, 1 -> 2
d : 323.0000, 2 -> 2
b : -643.0000, 2 -> 2
b : -595.0000, 3 -> 0
b : -843.0000, 3 -> 2
