a : 275.0000, 0 -> 3
b : 693.0000, 0 -> 4
c : 985.0000, 0 -> 3
d : 259.0000, 0 -> 2
a : 763.0000, 1 -> 5
b : 418.0000, 1 -> 2
c : 803.0000, 1 -> 2
d : 745.0000, 1 -> 1
a : -715.0000, 2 -> 0
b : -453.0000, 2 -> 1
c : 68.0000, 2 -> 1
d : 37.0000, 2 -> 0
a : -405.0000, 3 -> 0
b : -121.0000, 3 -> 2
c : -742.0000, 3 -> 1
d : -581.0000, 3 -> 3
a : 159.0000, 4 -> 2
b : 532.0000, 4 -> 5
c : -680.0000, 4 -> 5
d : 312.0000, 4 -> 4
a : -839.0000, 5 -> 0
b : 189.0000, 5 -> 2
c : 150.0000, 5 -> 3
d : -6.0000, 5 -> 3
c : -157.0000, 0 -> 4
a : 162.0000, 0 -> 5
a : 794.0000, 1 -> 3
a : 487.0000, 1 -> 1
c : 217.0000, 2 -> 3
a : -511.0000, 2 -> 2
b : -367.0000, 3 -> 1
c : 15.0000, 3 -> 0
c : 518.0000, 4 -> 4
d : -639.0000, 4 -> 1
a : -112.0000, 5 -> 4
c : -687.0000, 5 -> 5
