a : 706.0000, 0 -> 4
b : -983.0000, 0 -> 2
c : 76.0000, 0 -> 4
d : 919.0000, 0 -> 1
a : -105.0000, 1 -> 2
b : 76.0000, 1 -> 1
c : 798.0000, 1 -> 4
d : -63.0000, 1 -> 4
a : 668.0000, 2 -> 2
b : 994.0000, 2 -> 1
c : -954.0000, 2 -> 1
d : 12.0000, 2 -> 4
a : 334.0000, 3 -> 3
b : 12.0000, 3 -> 1
c : -718.0000, 3 -> 4
d : 719.0000, 3 -> 0
a : 981.0000, 4 -> 1
b : 707.0000, 4 -> 2
c : 455.0000, 4 -> 3
d : -250.0000, 4 -> 0
d : -393.0000, 0 -> 4
a : 780.0000, 0 -> 0
b : 786.0000, 1 -> 4
d : -100.0000, 1 -> 3
d : -614.0000, 2 -> 2
b : -518.0000, 2 -> 4
a : 312.0000, 3 -> 1
a : -579.0000, 3 -> 4
c : -76.0000, 4 -> 1
c : -949.0000, 4 -> 0
