a : 394.0000, 0 -> 4
b : 158.0000, 0 -> 1
c : 281.0000, 0 -> 3
a : -762.0000, 1 -> 4
b : -514.0000, 1 -> 1
c : 871.0000, 1 -> 7
a : -791.0000, 2 -> 4
b : 97.0000, 2 -> 7
c : 744.0000, 2 -> 4
a : -745.0000, 3 -> 1
b : 734.0000, 3 -> 6
c : -468.0000, 3 -> 7
a : -340.0000, 4 -> 4
b : -959.0000, 4 -> 7
c : 106.0000, 4 -> 3
a : -345.0000, 5 -> 5
b : 192.0000, 5 -> 0
c : -143.0000, 5 -> 6
a : -223.0000, 6 -> 0
b : 333.0000, 6 -> 5
c : 395.0000, 6 -> 7
a : -340.0000, 7 -> 3
b : -770.0000, 7 -> 3
c : 1.0000, 7 -> 2
c : -990.0000, 0 -> 6
a : 537.0000, 1 -> 6
b : -346.0000, 2 -> 2
c : -702.0000, 3 -> 4
b : -772.0000, 4 -> 6
c : -236.0000, 5 -> 3
b : 62.0000, 6 -> 0
a : -283.0000, 7 -> 1
