a : -464.0000, 0 -> 7
b : -329.0000, 0 -> 6
a : 33.0000, 1 -> 6
b : -863.0000, 1 -> 0
a : -113.0000, 2 -> 4
b : -876.0000, 2 -> 6
a : -305.0000, 3 -> 2
b : -495.0000, 3 -> 2
a : -372.0000, 4 -> 5
b : -108.0000, 4 -> 0
a : 706.0000, 5 -> 6
b : 544.0000, 5 -> 6
a : 103.0000, 6 -> 5
b : 619.0000, 6 -> 2
a : 562.0000, 7 -> 4
b : -55.0000, 7 -> 1
b : 632.0000, 0 -> 1
b : -502.0000, 1 -> 1
b : 199.0000, 2 -> 1
a : 756.0000, 3 -> 5
b : 263.0000, 4 -> 0
a : 910.0000, 5 -> 2
b : -386.0000, 6 -> 3
a : -626.0000, 7 -> 0
