a : -427.0000, 0 -> 3
b : -321.0000, 0 -> 3
c : -708.0000, 0 -> 3
d : -68.0000, 0 -> 0
a : -178.0000, 1 -> 3
b : 582.0000, 1 -> 3
c : -307.0000, 1 -> 3
d : 29.0000, 1 -> 1
a : -576.0000, 2 -> 3
b : -748.0000, 2 -> 3
c : -620.0000, 2 -> 2
d : -990.0000, 2 -> 0
a : -762.0000, 3 -> 1
b : -432.0000, 3 -> 0
c : 517.0000, 3 -> 0
d : 808.0000, 3 -> 3
d : -277.0000, 0 -> 2
c : 90.0000, 0 -> 0
a : -822.0000, 1 -> 1
d : 76.0000, 1 -> 2
d : -340.0000, 2 -> 2
c : 467.0000, 2 -> 2
d : 42.0000, 3 -> 0
b : -444.0000, 3 -> 0
