a : 937.0000, 0 -> 0
b : -36.0000, 0 -> 2
c : 638.0000, 0 -> 6
d : 789.0000, 0 -> 3
a : 549.0000, 1 -> 2
b : 643.0000, 1 -> 2
c : -872.0000, 1 -> 2
d : -635.0000, 1 -> 5
a : -828.0000, 2 -> 0
b : -169.0000, 2 -> 0
c : 508.0000, 2 -> 1
d : 587.0000, 2 -> 5
a : 268.0000, 3 -> 2
b : 129.0000, 3 -> 7
c : -585.0000, 3 -> 2
d : 349.0000, 3 -> 0
a : -499.0000, 4 -> 6
b : 242.0000, 4 -> 0
c : 970.0000, 4 -> 3
d : -52.0000, 4 -> 5
a : 641.0000, 5 -> 7
b : -574.0000, 5 -> 4
c : 199.0000, 5 -> 5
d : 161.0000, 5 -> 5
a : -923.0000, 6 -> 5
b : -68.0000, 6 -> 2
c : -457.0000, 6 -> 5
d : 482.0000, 6 -> 5
a : 878.0000, 7 -> 7
b : 649.0000, 7 -> 1
c : -850.0000, 7 -> 5
d : -197.0000, 7 -> 7
d : -585.0000, 0 -> 0
a : 672.0000, 0 -> 5
b : 602.0000, 1 -> 2
a : 378.0000, 1 -> 2
c : -221.0000, 2 -> 4
b : 526.0000, 2 -> 7
a : -354.0000, 3 -> 5
a : 130.0000, 3 -> 0
c : 884.0000, 4 -> 2
a : 954.0000, 4 -> 6
b : -661.0000, 5 -> 0
b : -817.0000, 5 -> 1
a : -787.0000, 6 -> 7
b : 278.0000, 6 -> 1
d : -339.0000, 7 -> 4
a : 56.0000, 7 -> 4
