a : 700.0000, 0 -> 5
b : 356.0000, 0 -> 1
a : -455.0000, 1 -> 5
b : 393.0000, 1 -> 1
a : -879.0000, 2 -> 2
b : -321.0000, 2 -> 3
a : -985.0000, 3 -> 0
b : -68.0000, 3 -> 7
a : -910.0000, 4 -> 5
b : 577.0000, 4 -> 1
a : -464.0000, 5 -> 7
b : 462.0000, 5 -> 7
a : 719.0000, 6 -> 3
b : -157.0000, 6 -> 4
a : -112.0000, 7 -> 5
b : -729.0000, 7 -> 4
a : 821.0000, 0 -> 3
b : -693.0000, 1 -> 7
b : -541.0000, 2 -> 6
b : 519.0000, 3 -> 5
b : -704.0000, 4 -> 2
b : -688.0000, 5 -> 6
b : 140.0000, 6 -> 6
a : 124.0000, 7 -> 1
