a : 886.0000, 0 -> 0
b : 368.0000, 0 -> 0
c : 627.0000, 0 -> 0
d : 957.0000, 0 -> 0
a : -796.0000, 1 -> 0
b : 74.0000, 1 -> 3
c : -266.0000, 1 -> 1
d : -845.0000, 1 -> 0
a : 771.0000, 2 -> 3
b : 846.0000, 2 -> 3
c : 448.0000, 2 -> 3
d : -749.0000, 2 -> 2
a : -773.0000, 3 -> 3
b : 416.0000, 3 -> 0
c : -162.0000, 3 -> 3
d : -357.0000, 3 -> 1
d : 159.0000, 0 -> 3
a : -477.0000, 0 -> 2
d : 854.0000, 1 -> 1
d : 977.0000, 1 -> 2
b : -671.0000, 2 -> 1
a : 718.0000, 2 -> 1
a : -202.0000, 3 -> 0
c : 73.0000, 3 -> 0
