a : 843.0000, 0 -> 2
b : -907.0000, 0 -> 3
c : -204.0000, 0 -> 2
d : -195.0000, 0 -> 3
a : -45.0000, 1 -> 1
b : 235.0000, 1 -> 3
c : 657.0000, 1 -> 2
d : 4.0000, 1 -> 1
a : -381.0000, 2 -> 1
b : -620.0000, 2 -> 2
c : 814.0000, 2 -> 3
d : 937.0000, 2 -> 3
a : 183.0000, 3 -> 1
b : -464.0000, 3 -> 0
c : -985.0000, 3 -> 1
d : 105.0000, 3 -> 2
b : 164.0000, 0 -> 3
a : 393.0000, 0 -> 0
c : -999.0000, 1 -> 2
a : -284.0000, 1 -> 1
a : 557.0000, 2 -> 3
a : 566.0000, 2 -> 0
b : -43.0000, 3 -> 2
c : -455.0000, 3 -> 0
