a : -618.0000, 0 -> 5
b : -805.0000, 0 -> 4
c : -98.0000, 0 -> 7
d : -795.0000, 0 -> 3
a : 696.0000, 1 -> 0
b : -502.0000, 1 -> 5
c : 665.0000, 1 -> 5
d : -117.0000, 1 -> 2
a : -752.0000, 2 -> 6
b : 122.0000, 2 -> 7
c : -104.0000, 2 -> 4
d : -774.0000, 2 -> 2
a : 700.0000, 3 -> 7
b : -507.0000, 3 -> 2
c : 625.0000, 3 -> 2
d : -138.0000, 3 -> 5
a : -705.0000, 4 -> 1
b : -529.0000, 4 -> 4
c : -719.0000, 4 -> 2
d : 993.0000, 4 -> 0
a : -764.0000, 5 -> 3
b : -789.0000, 5 -> 6
c : -861.0000, 5 -> 5
d : -83.0000, 5 -> 0
a : 512.0000, 6 -> 7
b : 498.0000, 6 -> 5
c : 613.0000, 6 -> 6
d : 604.0000, 6 -> 7
a : 447.0000, 7 -> 3
b : 389.0000, 7 -> 1
c : -362.0000, 7 -> 5
d : -534.0000, 7 -> 3
d : 95.0000, 0 -> 2
b : 274.0000, 0 -> 5
b : -227.0000, 1 -> 7
d : 370.0000, 1 -> 1
c : 826.0000, 2 -> 2
c : 487.0000, 2 -> 1
b : 938.0000, 3 -> 3
b : 574.0000, 3 -> 0
c : 468.0000, 4 -> 1
a : -710.0000, 4 -> 2
b : 650.0000, 5 -> 5
c : 328.0000, 5 -> 7
a : -966.0000, 6 -> 4
a : 200.0000, 6 -> 4
a : 888.0000, 7 -> 7
c : 676.0000, 7 -> 4
