a : -733.0000, 0 -> 1
b : 655.0000, 0 -> 2
c : 1.0000, 0 -> 2
d : -254.0000, 0 -> 1
a : 42.0000, 1 -> 2
b : -345.0000, 1 -> 1
c : -924.0000, 1 -> 3
d : -931.0000, 1 -> 0
a : -509.0000, 2 -> 2
b : -917.0000, 2 -> 2
c : 137.0000, 2 -> 1
d : -309.0000, 2 -> 3
a : -189.0000, 3 -> 1
b : 342.0000, 3 -> 2
c : 164.0000, 3 -> 3
d : -695.0000, 3 -> 1
d : -703.0000, 0 -> 0
c : 853.0000, 0 -> 0
b : 729.0000, 1 -> 0
d : -686.0000, 1 -> 2
b : -676.0000, 2 -> 3
a : 473.0000, 2 -> 3
c : 655.0000, 3 -> 1
c : -955.0000, 3 -> 3
