a : 155.0000, 0 -> 1
b : 122.0000, 0 -> 1
c : 507.0000, 0 -> 1
d : 870.0000, 0 -> 2
a : 778.0000, 1 -> 0
b : 354.0000, 1 -> 2
c : -979.0000, 1 -> 7
d : 181.0000, 1 -> 2
a : -919.0000, 2 -> 6
b : -746.0000, 2 -> 2
c : 816.0000, 2 -> 0
d : 775.0000, 2 -> 2
a : 773.0000, 3 -> 4
b : -921.0000, 3 -> 4
c : 206.0000, 3 -> 6
d : 11.0000, 3 -> 3
a : -337.0000, 4 -> 1
b : -449.0000, 4 -> 7
c : 953.0000, 4 -> 3
d : -631.0000, 4 -> 1
a : -627.0000, 5 -> 4
b : 887.0000, 5 -> 7
c : -996.0000, 5 -> 3
d : 937.0000, 5 -> 1
a : -624.0000, 6 -> 1
b : -224.0000, 6 -> 1
c : 485.0000, 6 -> 5
d : -958.0000, 6 -> 2
a : 510.0000, 7 -> 6
b : -932.0000, 7 -> 7
c : 18.0000, 7 -> 5
d : 150.0000, 7 -> 6
c : -115.0000, 0 -> 1
b : 420.0000, 0 -> 0
c : 907.0000, 1 -> 5
d : 934.0000, 1 -> 7
c : 128.0000, 2 -> 7
a : -476.0000, 2 -> 7
b : -896.0000, 3 -> 7
d : 147.0000, 3 -> 6
b : 910.0000, 4 -> 7
a : 726.0000, 4 -> 3
c : 929.0000, 5 -> 6
a : 671.0000, 5 -> 5
c : -5.0000, 6 -> 2
c : -248.0000, 6 -> 0
b : -93.0000, 7 -> 6
a : -320.0000, 7 -> 4
