a : -241.0000, 0 -> 2
b : -201.0000, 0 -> 3
a : -944.0000, 1 -> 6
b : 990.0000, 1 -> 2
a : 618.0000, 2 -> 7
b : -442.0000, 2 -> 6
a : -19.0000, 3 -> 1
b : -481.0000, 3 -> 2
a : -388.0000, 4 -> 7
b : -925.0000, 4 -> 1
a : 396.0000, 5 -> 5
b : 396.0000, 5 -> 3
a : -935.0000, 6 -> 0
b : -643.0000, 6 -> 7
a : 681.0000, 7 -> 2
b : 173.0000, 7 -> 0
b : 101.0000, 0 -> 1
b : -857.0000, 1 -> 4
b : -513.0000, 2 -> 7
a : -182.0000, 3 -> 3
a : -619.0000, 4 -> 5
a : 331.0000, 5 -> 0
a : -361.0000, 6 -> 3
b : -25.0000, 7 -> 3
