a : 881.0000, 0 -> 0
b : 224.0000, 0 -> 0
c : -194.0000, 0 -> 2
d : -721.0000, 0 -> 3
a : -573.0000, 1 -> 1
b : 262.0000, 1 -> 3
c : -735.0000, 1 -> 2
d : 117.0000, 1 -> 1
a : 387.0000, 2 -> 0
b : 567.0000, 2 -> 3
c : 151.0000, 2 -> 3
d : -659.0000, 2 -> 2
a : 536.0000, 3 -> 3
b : 674.0000, 3 -> 2
c : 767.0000, 3 -> 0
d : 935.0000, 3 -> 1
c : 785.0000, 0 -> 2
d : -365.0000, 0 -> 2
c : 725.0000, 1 -> 1
a : -245.0000, 1 -> 1
c : -69.0000, 2 -> 1
c : -628.0000, 2 -> 2
d : 355.0000, 3 -> 1
c : 398.0000, 3 -> 0
