a : -20.0000, 0 -> 7
b : 211.0000, 0 -> 5
a : -363.0000, 1 -> 1
b : -545.0000, 1 -> 4
a : -616.0000, 2 -> 6
b : -793.0000, 2 -> 4
a : 882.0000, 3 -> 3
b : -490.0000, 3 -> 2
a : 906.0000, 4 -> 2
b : 193.0000, 4 -> 0
a : -953.0000, 5 -> 3
b : 165.0000, 5 -> 0
a : -415.0000, 6 -> 2
b : 852.0000, 6 -> 4
a : 593.0000, 7 -> 6
b : -277.0000, 7 -> 4
a : -962.0000, 0 -> 3
b : 753.0000, 1 -> 4
a : -375.0000, 2 -> 6
a : 994.0000, 3 -> 5
b : -621.0000, 4 -> 3
a : -356.0000, 5 -> 0
b : 714.0000, 6 -> 4
b : 206.0000, 7 -> 1
