a : -507.0000, 0 -> 0
b : -738.0000, 0 -> 2
c : 687.0000, 0 -> 1
d : -419.0000, 0 -> 3
a : -468.0000, 1 -> 0
b : 372.0000, 1 -> 1
c : -120.0000, 1 -> 0
d : 376.0000, 1 -> 2
a : -713.0000, 2 -> 0
b : -881.0000, 2 -> 1
c : -639.0000, 2 -> 3
d : 910.0000, 2 -> 3
a : 288.0000, 3 -> 3
b : -912.0000, 3 -> 0
c : -22.0000, 3 -> 1
d : 27.0000, 3 -> 0
a : 316.0000, 0 -> 3
d : -334.0000, 0 -> 1
d : 511.0000, 1 -> 3
c : -203.0000, 1 -> 2
d : 499.0000, 2 -> 3
a : -481.0000, 2 -> 1
d : -103.0000, 3 -> 2
b : 453.0000, 3 -> 3
