a : -385.0000, 0 -> 5
b : 263.0000, 0 -> 6
c : 935.0000, 0 -> 1
d : 789.0000, 0 -> 2
a : 662.0000, 1 -> 7
b : 639.0000, 1 -> 7
c : 530.0000, 1 -> 5
d : -45.0000, 1 -> 0
a : 442.0000, 2 -> 7
b : -451.0000, 2 -> 1
c : -360.0000, 2 -> 3
d : 346.0000, 2 -> 0
a : -473.0000, 3 -> 5
b : -661.0000, 3 -> 1
c : -122.0000, 3 -> 5
d : 449.0000, 3 -> 4
a : -774.0000, 4 -> 7
b : -616.0000, 4 -> 3
c : -608.0000, 4 -> 5
d : 261.0000, 4 -> 2
a : 837.0000, 5 -> 4
b : 112.0000, 5 -> 1
c : 73.0000, 5 -> 5
d : -860.0000, 5 -> 1
a : -894.0000, 6 -> 0
b : 436.0000, 6 -> 6
c : -17.0000, 6 -> 3
d : -489.0000, 6 -> 0
a : -93.0000, 7 -> 5
b : -611.0000, 7 -> 6
c : 633.0000, 7 -> 4
d : -684.0000, 7 -> 2
d : 186.0000, 0 -> 7
b : 610.0000, 0 -> 7
b : 55.0000, 1 -> 2
d : -865.0000, 1 -> 1
c : -614.0000, 2 -> 6
c : 228.0000, 2 -> 4
c : -144.0000, 3 -> 2
c : 454.0000, 3 -> 2
c : 816.0000, 4 -> 5
b : 460.0000, 4 -> 1
c : -403.0000, 5 -> 0
c : -746.0000, 5 -> 3
b : 939.0000, 6 -> 4
b : -70.0000, 6 -> 6
c : -430.0000, 7 -> 1
c : 216.0000, 7 -> 1
