a : 389.0000, 0 -> 4
b : -638.0000, 0 -> 3
a : -197.0000, 1 -> 5
b : -561.0000, 1 -> 6
a : -134.0000, 2 -> 1
b : 117.0000, 2 -> 4
a : 562.0000, 3 -> 1
b : -806.0000, 3 -> 2
a : -93.0000, 4 -> 0
b : 730.0000, 4 -> 1
a : -190.0000, 5 -> 4
b : -94.0000, 5 -> 5
a : 346.0000, 6 -> 1
b : 520.0000, 6 -> 1
a : 971.0000, 7 -> 0
b : -928.0000, 7 -> 2
a : 678.0000, 0 -> 6
a : 883.0000, 1 -> 7
b : 253.0000, 2 -> 0
b : -809.0000, 3 -> 6
b : 443.0000, 4 -> 6
b : -2.0000, 5 -> 3
a : 953.0000, 6 -> 4
a : -70.0000, 7 -> 5
