a : -735.0000, 0 -> 3
b : 738.0000, 0 -> 4
c : -958.0000, 0 -> 5
d : -865.0000, 0 -> 4
a : 883.0000, 1 -> 1
b : 503.0000, 1 -> 2
c : 966.0000, 1 -> 4
d : 683.0000, 1 -> 4
a : 374.0000, 2 -> 6
b : -442.0000, 2 -> 3
c : -72.0000, 2 -> 5
d : -359.0000, 2 -> 5
a : 199.0000, 3 -> 4
b : 52.0000, 3 -> 2
c : -598.0000, 3 -> 7
d : 127.0000, 3 -> 2
a : -360.0000, 4 -> 5
b : 255.0000, 4 -> 6
c : 638.0000, 4 -> 0
d : -514.0000, 4 -> 3
a : -443.0000, 5 -> 5
b : 923.0000, 5 -> 2
c : -825.0000, 5 -> 3
d : 395.0000, 5 -> 0
a : -475.0000, 6 -> 2
b : -123.0000, 6 -> 5
c : 249.0000, 6 -> 6
d : -613.0000, 6 -> 0
a : -15.0000, 7 -> 6
b : -462.0000, 7 -> 5
c : -884.0000, 7 -> 0
d : 391.0000, 7 -> 5
b : -227.0000, 0 -> 1
a : 120.0000, 0 -> 0
d : -615.0000, 1 -> 6
a : -526.0000, 1 -> 0
d : 260.0000, 2 -> 7
c : 456.0000, 2 -> 4
b : -973.0000, 3 -> 4
b : -319.0000, 3 -> 5
c : -881.0000, 4 -> 2
a : -903.0000, 4 -> 6
d : 12.0000, 5 -> 2
b : -792.0000, 5 -> 3
d : 619.0000, 6 -> 2
d : -378.0000, 6 -> 6
b : -369.0000, 7 -> 0
c : 148.0000, 7 -> 0
