a : -195.0000, 0 -> 1
b : 825.0000, 0 -> 0
c : 887.0000, 0 -> 1
d : -384.0000, 0 -> 1
a : -755.0000, 1 -> 2
b : 292.0000, 1 -> 0
c : -650.0000, 1 -> 3
d : 766.0000, 1 -> 2
a : -101.0000, 2 -> 2
b : 138.0000, 2 -> 1
c : -714.0000, 2 -> 1
d : 346.0000, 2 -> 3
a : 593.0000, 3 -> 3
b : -429.0000, 3 -> 1
c : -210.0000, 3 -> 0
d : -254.0000, 3 -> 3
d : 339.0000, 0 -> 2
d : -695.0000, 0 -> 2
a : 67.0000, 1 -> 1
a : 763.0000, 1 -> 1
a : -393.0000, 2 -> 3
a : -817.0000, 2 -> 2
a : 477.0000, 3 -> 1
c : 642.0000, 3 -> 3
