a : -55.0000, 0 -> 1
b : -687.0000, 0 -> 2
c : 648.0000, 0 -> 0
d : -983.0000, 0 -> 1
a : -16.0000, 1 -> 1
b : 778.0000, 1 -> 1
c : 136.0000, 1 -> 2
d : -756.0000, 1 -> 1
a : 603.0000, 2 -> 0
b : -609.0000, 2 -> 0
c : 723.0000, 2 -> 1
d : 802.0000, 2 -> 2
a : 83.0000, 3 -> 3
b : 714.0000, 3 -> 2
c : -20.0000, 3 -> 3
d : -582.0000, 3 -> 3
c : -416.0000, 0 -> 3
b : -110.0000, 0 -> 1
d : -239.0000, 1 -> 1
d : -888.0000, 1 -> 1
a : -80.0000, 2 -> 0
a : -813.0000, 2 -> 1
a : 87.0000, 3 -> 2
a : -192.0000, 3 -> 3
