a : -713.0000, 0 -> 3
b : -997.0000, 0 -> 4
c : -480.0000, 0 -> 5
d : 914.0000, 0 -> 1
a : -695.0000, 1 -> 6
b : -33.0000, 1 -> 3
c : -391.0000, 1 -> 5
d : -48.0000, 1 -> 3
a : 259.0000, 2 -> 0
b : -294.0000, 2 -> 1
c : 165.0000, 2 -> 5
d : -42.0000, 2 -> 0
a : -690.0000, 3 -> 7
b : 169.0000, 3 -> 6
c : -7.0000, 3 -> 4
d : 298.0000, 3 -> 6
a : 617.0000, 4 -> 0
b : -62.0000, 4 -> 4
c : -343.0000, 4 -> 6
d : -33.0000, 4 -> 6
a : -487.0000, 5 -> 5
b : -162.0000, 5 -> 6
c : 472.0000, 5 -> 7
d : 603.0000, 5 -> 6
a : -97.0000, 6 -> 7
b : 492.0000, 6 -> 4
c : -665.0000, 6 -> 2
d : -692.0000, 6 -> 0
a : -978.0000, 7 -> 7
b : -954.0000, 7 -> 6
c : 644.0000, 7 -> 7
d : 257.0000, 7 -> 2
b : -830.0000, 0 -> 7
c : 802.0000, 0 -> 7
d : 741.0000, 1 -> 6
c : -138.0000, 1 -> 0
a : 124.0000, 2 -> 3
a : -126.0000, 2 -> 1
b : -873.0000, 3 -> 7
b : -896.0000, 3 -> 5
b : 96.0000, 4 -> 5
c : 483.0000, 4 -> 5
c : -572.0000, 5 -> 3
d : 312.0000, 5 -> 4
d : 997.0000, 6 -> 5
a : -815.0000, 6 -> 5
d : -328.0000, 7 -> 3
b : -750.0000, 7 -> 6
