a : -398.0000, 0 -> 7
b : 896.0000, 0 -> 4
c : -853.0000, 0 -> 6
d : -985.0000, 0 -> 1
a : 414.0000, 1 -> 0
b : 796.0000, 1 -> 0
c : 892.0000, 1 -> 1
d : 186.0000, 1 -> 6
a : -257.0000, 2 -> 1
b : -394.0000, 2 -> 2
c : -95.0000, 2 -> 3
d : 111.0000, 2 -> 1
a : -654.0000, 3 -> 2
b : -290.0000, 3 -> 0
c : 316.0000, 3 -> 6
d : -887.0000, 3 -> 7
a : 341.0000, 4 -> 0
b : 300.0000, 4 -> 0
c : 709.0000, 4 -> 6
d : -454.0000, 4 -> 3
a : 513.0000, 5 -> 3
b : -282.0000, 5 -> 7
c : -718.0000, 5 -> 3
d : 19.0000, 5 -> 4
a : -459.0000, 6 -> 2
b : 119.0000, 6 -> 2
c : -242.0000, 6 -> 3
d : -953.0000, 6 -> 0
a : -395.0000, 7 -> 2
b : -898.0000, 7 -> 1
c : -939.0000, 7 -> 0
d : -575.0000, 7 -> 7
a : 171.0000, 0 -> 4
c : 741.0000, 0 -> 5
c : 534.0000, 1 -> 3
a : 304.0000, 1 -> 0
b : -79.0000, 2 -> 4
b : 151.0000, 2 -> 0
c : 244.0000, 3 -> 5
a : 221.0000, 3 -> 4
d : -673.0000, 4 -> 1
d : -239.0000, 4 -> 4
a : -746.0000, 5 -> 7
d : 324.0000, 5 -> 6
b : 927.0000, 6 -> 6
d : 357.0000, 6 -> 4
b : 110.0000, 7 -> 7
d : -655.0000, 7 -> 7
