a : -428.0000, 0 -> 0
b : 469.0000, 0 -> 3
c : -537.0000, 0 -> 1
d : -427.0000, 0 -> 1
a : 464.0000, 1 -> 1
b : 299.0000, 1 -> 1
c : -787.0000, 1 -> 1
d : 184.0000, 1 -> 2
a : -770.0000, 2 -> 3
b : 701.0000, 2 -> 2
c : 657.0000, 2 -> 3
d : 578.0000, 2 -> 3
a : 247.0000, 3 -> 3
b : 887.0000, 3 -> 1
c : 226.0000, 3 -> 1
d : -370.0000, 3 -> 0
c : 437.0000, 0 -> 3
c : 472.0000, 0 -> 3
d : 736.0000, 1 -> 1
b : -124.0000, 1 -> 2
d : -930.0000, 2 -> 3
d : -802.0000, 2 -> 0
d : -650.0000, 3 -> 3
c : -110.0000, 3 -> 0
