a : 456.0000, 0 -> 5
b : -465.0000, 0 -> 3
c : -818.0000, 0 -> 3
d : -603.0000, 0 -> 4
a : -245.0000, 1 -> 0
b : -335.0000, 1 -> 1
c : -760.0000, 1 -> 3
d : -568.0000, 1 -> 7
a : 611.0000, 2 -> 3
b : 612.0000, 2 -> 5
c : 942.0000, 2 -> 6
d : 289.0000, 2 -> 1
a : 250.0000, 3 -> 5
b : -663.0000, 3 -> 7
c : 72.0000, 3 -> 3
d : 471.0000, 3 -> 7
a : -589.0000, 4 -> 2
b : -583.0000, 4 -> 1
c : 92.0000, 4 -> 1
d : -668.0000, 4 -> 7
a : 658.0000, 5 -> 4
b : 927.0000, 5 -> 2
c : -385.0000, 5 -> 5
d : -825.0000, 5 -> 2
a : -333.0000, 6 -> 5
b : -24.0000, 6 -> 7
c : -828.0000, 6 -> 5
d : 583.0000, 6 -> 7
a : -712.0000, 7 -> 0
b : -580.0000, 7 -> 4
c : 334.0000, 7 -> 2
d : 192.0000, 7 -> 2
b : 51.0000, 0 -> 1
a : 175.0000, 0 -> 5
c : 398.0000, 1 -> 4
b : -140.0000, 1 -> 2
a : -918.0000, 2 -> 5
d : -609.0000, 2 -> 0
d : -734.0000, 3 -> 4
b : -102.0000, 3 -> 6
b : 973.0000, 4 -> 1
b : 481.0000, 4 -> 1
b : 419.0000, 5 -> 2
c : -603.0000, 5 -> 5
d : -304.0000, 6 -> 5
c : 308.0000, 6 -> 7
d : 271.0000, 7 -> 3
a : -459.0000, 7 -> 1
