a : -482.0000, 0 -> 2
b : 801.0000, 0 -> 0
c : 335.0000, 0 -> 4
d : 414.0000, 0 -> 7
a : -299.0000, 1 -> 0
b : 720.0000, 1 -> 7
c : 245.0000, 1 -> 6
d : -572.0000, 1 -> 4
a : 677.0000, 2 -> 4
b : 941.0000, 2 -> 7
c : -597.0000, 2 -> 2
d : -296.0000, 2 -> 5
a : 218.0000, 3 -> 7
b : -885.0000, 3 -> 7
c : -161.0000, 3 -> 1
d : 524.0000, 3 -> 3
a : -671.0000, 4 -> 0
b : 502.0000, 4 -> 2
c : -116.0000, 4 -> 5
d : 917.0000, 4 -> 6
a : -141.0000, 5 -> 3
b : 50.0000, 5 -> 1
c : -102.0000, 5 -> 5
d : 804.0000, 5 -> 7
a : 656.0000, 6 -> 2
b : 485.0000, 6 -> 0
c : 263.0000, 6 -> 6
d : 871.0000, 6 -> 3
a : 903.0000, 7 -> 7
b : 563.0000, 7 -> 1
c : -380.0000, 7 -> 1
d : -883.0000, 7 -> 2
b : 520.0000, 0 -> 5
a : 370.0000, 0 -> 3
a : -184.0000, 1 -> 7
d : -403.0000, 1 -> 3
a : 606.0000, 2 -> 4
b : -72.0000, 2 -> 0
d : 170.0000, 3 -> 6
d : -950.0000, 3 -> 5
c : -491.0000, 4 -> 1
b : -718.0000, 4 -> 3
b : 187.0000, 5 -> 2
d : -921.0000, 5 -> 0
b : 131.0000, 6 -> 5
c : -914.0000, 6 -> 7
b : 584.0000, 7 -> 1
b : 926.0000, 7 -> 7
