a : -343.0000, 0 -> 1
b : -915.0000, 0 -> 2
c : 470.0000, 0 -> 2
d : -963.0000, 0 -> 1
a : -224.0000, 1 -> 0
b : 480.0000, 1 -> 2
c : -700.0000, 1 -> 0
d : 371.0000, 1 -> 3
a : 239.0000, 2 -> 2
b : 815.0000, 2 -> 2
c : -169.0000, 2 -> 1
d : 374.0000, 2 -> 2
a : -547.0000, 3 -> 3
b : 45.0000, 3 -> 1
c : -672.0000, 3 -> 0
d : -611.0000, 3 -> 0
b : 829.0000, 0 -> 1
a : -13.0000, 0 -> 3
d : 96.0000, 1 -> 2
b : -169.0000, 1 -> 1
b : -920.0000, 2 -> 2
b : 850.0000, 2 -> 3
d : 202.0000, 3 -> 2
b : 757.0000, 3 -> 2
