a : 311.0000, 0 -> 2
b : 40.0000, 0 -> 0
c : -44.0000, 0 -> 3
d : 278.0000, 0 -> 5
a : 110.0000, 1 -> 7
b : 485.0000, 1 -> 0
c : -663.0000, 1 -> 2
d : -109.0000, 1 -> 7
a : -654.0000, 2 -> 4
b : 250.0000, 2 -> 4
c : -964.0000, 2 -> 4
d : -219.0000, 2 -> 7
a : -542.0000, 3 -> 4
b : -957.0000, 3 -> 4
c : 8.0000, 3 -> 0
d : -220.0000, 3 -> 6
a : 163.0000, 4 -> 1
b : -226.0000, 4 -> 1
c : 539.0000, 4 -> 0
d : -512.0000, 4 -> 5
a : -433.0000, 5 -> 3
b : 508.0000, 5 -> 4
c : 520.0000, 5 -> 7
d : 225.0000, 5 -> 4
a : 270.0000, 6 -> 6
b : -548.0000, 6 -> 2
c : 19.0000, 6 -> 4
d : -787.0000, 6 -> 2
a : 162.0000, 7 -> 7
b : 836.0000, 7 -> 6
c : -235.0000, 7 -> 5
d : 353.0000, 7 -> 4
a : -393.0000, 0 -> 3
d : 961.0000, 0 -> 0
c : -554.0000, 1 -> 7
c : -944.0000, 1 -> 0
b : 106.0000, 2 -> 2
b : 244.0000, 2 -> 7
d : -814.0000, 3 -> 4
b : 540.0000, 3 -> 7
a : -673.0000, 4 -> 3
a : -963.0000, 4 -> 6
d : 374.0000, 5 -> 2
a : -174.0000, 5 -> 4
d : -296.0000, 6 -> 0
a : 508.0000, 6 -> 1
d : 64.0000, 7 -> 6
a : -128.0000, 7 -> 0
