a : -517.0000, 0 -> 3
b : -844.0000, 0 -> 0
c : 541.0000, 0 -> 0
d : -169.0000, 0 -> 0
a : 448.0000, 1 -> 2
b : -26.0000, 1 -> 0
c : -357.0000, 1 -> 0
d : 67.0000, 1 -> 3
a : 419.0000, 2 -> 3
b : 741.0000, 2 -> 2
c : 474.0000, 2 -> 1
d : 752.0000, 2 -> 0
a : 363.0000, 3 -> 3
b : -735.0000, 3 -> 3
c : 779.0000, 3 -> 1
d : -147.0000, 3 -> 3
d : 481.0000, 0 -> 3
d : -700.0000, 0 -> 2
b : -589.0000, 1 -> 2
b : -185.0000, 1 -> 2
b : 452.0000, 2 -> 1
d : -843.0000, 2 -> 2
b : -604.0000, 3 -> 1
d : -216.0000, 3 -> 0
