a : 338.0000, 0 -> 0
b : 516.0000, 0 -> 1
c : 911.0000, 0 -> 5
d : 142.0000, 0 -> 2
a : -495.0000, 1 -> 0
b : -200.0000, 1 -> 6
c : 217.0000, 1 -> 3
d : -845.0000, 1 -> 5
a : 193.0000, 2 -> 6
b : 823.0000, 2 -> 3
c : -739.0000, 2 -> 4
d : 698.0000, 2 -> 1
a : -969.0000, 3 -> 4
b : -736.0000, 3 -> 6
c : -747.0000, 3 -> 2
d : -793.0000, 3 -> 4
a : -383.0000, 4 -> 0
b : 814.0000, 4 -> 1
c : -600.0000, 4 -> 2
d : -676.0000, 4 -> 4
a : -500.0000, 5 -> 6
b : -466.0000, 5 -> 1
c : -616.0000, 5 -> 5
d : -999.0000, 5 -> 0
a : -651.0000, 6 -> 4
b : 945.0000, 6 -> 6
c : 174.0000, 6 -> 6
d : 797.0000, 6 -> 4
a : -183.0000, 7 -> 2
b : -291.0000, 7 -> 7
c : 799.0000, 7 -> 4
d : -781.0000, 7 -> 2
d : 363.0000, 0 -> 1
b : 928.0000, 0 -> 1
b : -11.0000, 1 -> 5
c : 747.0000, 1 -> 3
a : -839.0000, 2 -> 2
a : -919.0000, 2 -> 2
a : -598.0000, 3 -> 2
d : 563.0000, 3 -> 5
a : -78.0000, 4 -> 6
d : 309.0000, 4 -> 1
b : 634.0000, 5 -> 3
a : -878.0000, 5 -> 4
a : 804.0000, 6 -> 4
a : -112.0000, 6 -> 1
a : -608.0000, 7 -> 1
d : 255.0000, 7 -> 2
b : 492.0000, 1 -> 7
