a : -665.0000, 0 -> 0
b : -483.0000, 0 -> 1
c : 593.0000, 0 -> 2
d : -545.0000, 0 -> 0
a : -185.0000, 1 -> 2
b : 134.0000, 1 -> 1
c : -982.0000, 1 -> 3
d : 832.0000, 1 -> 2
a : -727.0000, 2 -> 3
b : -585.0000, 2 -> 2
c : -627.0000, 2 -> 1
d : 646.0000, 2 -> 2
a : 727.0000, 3 -> 1
b : -570.0000, 3 -> 1
c : 910.0000, 3 -> 3
d : 780.0000, 3 -> 2
d : 506.0000, 0 -> 2
d : 98.0000, 0 -> 3
d : -468.0000, 1 -> 1
d : 811.0000, 1 -> 2
c : 618.0000, 2 -> 0
c : 11.0000, 2 -> 2
d : -524.0000, 3 -> 1
c : -409.0000, 3 -> 2
