a : 153.0000, 0 -> 0
b : -487.0000, 0 -> 2
a : -903.0000, 1 -> 6
b : -575.0000, 1 -> 5
a : 170.0000, 2 -> 2
b : -345.0000, 2 -> 3
a : 386.0000, 3 -> 2
b : 849.0000, 3 -> 4
a : -494.0000, 4 -> 2
b : -94.0000, 4 -> 5
a : 128.0000, 5 -> 4
b : -797.0000, 5 -> 4
a : -433.0000, 6 -> 0
b : -30.0000, 6 -> 6
a : 929.0000, 7 -> 5
b : -681.0000, 7 -> 3
a : -29.0000, 0 -> 3
b : 750.0000, 1 -> 4
b : 645.0000, 2 -> 7
b : -413.0000, 3 -> 2
a : -546.0000, 4 -> 5
b : -72.0000, 5 -> 4
a : 72.0000, 6 -> 0
a : -815.0000, 7 -> 1
