a : 601.0000, 0 -> 1
b : 691.0000, 0 -> 0
c : -759.0000, 0 -> 2
d : 987.0000, 0 -> 2
a : -712.0000, 1 -> 3
b : 115.0000, 1 -> 1
c : -671.0000, 1 -> 1
d : -191.0000, 1 -> 2
a : -700.0000, 2 -> 2
b : -895.0000, 2 -> 1
c : 211.0000, 2 -> 2
d : 864.0000, 2 -> 0
a : 313.0000, 3 -> 3
b : -914.0000, 3 -> 3
c : -866.0000, 3 -> 0
d : 720.0000, 3 -> 1
d : -584.0000, 0 -> 3
b : 457.0000, 0 -> 3
c : -775.0000, 1 -> 0
c : -435.0000, 1 -> 3
a : -40.0000, 2 -> 2
a : 733.0000, 2 -> 1
b : 192.0000, 3 -> 2
b : -87.0000, 3 -> 3
