a : -125.0000, 0 -> 1
b : 982.0000, 0 -> 6
a : 236.0000, 1 -> 5
b : 606.0000, 1 -> 3
a : -364.0000, 2 -> 3
b : -926.0000, 2 -> 1
a : -106.0000, 3 -> 4
b : 402.0000, 3 -> 0
a : 754.0000, 4 -> 2
b : 119.0000, 4 -> 5
a : -709.0000, 5 -> 3
b : 579.0000, 5 -> 7
a : -378.0000, 6 -> 7
b : 497.0000, 6 -> 1
a : -642.0000, 7 -> 0
b : 277.0000, 7 -> 1
b : 447.0000, 0 -> 3
b : -577.0000, 1 -> 3
b : 670.0000, 2 -> 3
b : 873.0000, 3 -> 2
b : 322.0000, 4 -> 0
a : -754.0000, 5 -> 3
b : -239.0000, 6 -> 3
b : 916.0000, 7 -> 0
