a : 43.0000, 0 -> 0
b : -206.0000, 0 -> 2
c : -24.0000, 0 -> 1
d : 3.0000, 0 -> 3
a : 99.0000, 1 -> 1
b : 461.0000, 1 -> 3
c : 552.0000, 1 -> 3
d : -459.0000, 1 -> 1
a : 889.0000, 2 -> 2
b : 131.0000, 2 -> 0
c : 790.0000, 2 -> 0
d : 364.0000, 2 -> 1
a : -544.0000, 3 -> 2
b : 873.0000, 3 -> 1
c : 356.0000, 3 -> 0
d : 790.0000, 3 -> 0
c : -860.0000, 0 -> 3
d : -647.0000, 0 -> 3
c : 651.0000, 1 -> 0
a : -69.0000, 1 -> 0
b : -226.0000, 2 -> 1
d : 323.0000, 2 -> 1
a : 388.0000, 3 -> 1
a : 250.0000, 3 -> 3
