a : 418.0000, 0 -> 4
b : 648.0000, 0 -> 3
a : 668.0000, 1 -> 5
b : 511.0000, 1 -> 1
a : -201.0000, 2 -> 5
b : 734.0000, 2 -> 6
a : -723.0000, 3 -> 2
b : 180.0000, 3 -> 0
a : -278.0000, 4 -> 2
b : -682.0000, 4 -> 4
a : -942.0000, 5 -> 4
b : -692.0000, 5 -> 6
a : 371.0000, 6 -> 1
b : 468.0000, 6 -> 2
a : 191.0000, 7 -> 3
b : 809.0000, 7 -> 5
a : -996.0000, 0 -> 7
b : -42.0000, 1 -> 2
a : 707.0000, 2 -> 6
a : -328.0000, 3 -> 0
a : 936.0000, 4 -> 7
b : 506.0000, 5 -> 3
a : 347.0000, 6 -> 6
a : 676.0000, 7 -> 5
