a : 978.0000, 0 -> 0
b : -625.0000, 0 -> 3
c : -321.0000, 0 -> 0
d : 875.0000, 0 -> 3
a : -924.0000, 1 -> 3
b : 774.0000, 1 -> 3
c : -46.0000, 1 -> 2
d : 604.0000, 1 -> 3
a : 937.0000, 2 -> 1
b : -582.0000, 2 -> 2
c : -727.0000, 2 -> 0
d : -407.0000, 2 -> 2
a : 309.0000, 3 -> 1
b : 659.0000, 3 -> 0
c : -381.0000, 3 -> 1
d : 301.0000, 3 -> 0
a : 381.0000, 0 -> 2
c : 165.0000, 0 -> 2
a : 683.0000, 1 -> 0
b : -576.0000, 1 -> 0
c : 281.0000, 2 -> 2
c : 95.0000, 2 -> 0
c : 491.0000, 3 -> 2
a : -771.0000, 3 -> 1
